App,Category,Rating,Reviews,Size,Installs,Type,Price,ContentRating,Genres,LastUpdated,Current Ver,Android Ver
Atlan3D Navigation: Korea navigator,MAPS_AND_NAVIGATION,4.2,22063,,1000000.0,Free,0.0,Everyone,Maps & Navigation,"July 31, 2018",Varies with device,Varies with device
Czech Public Transport IDOS,MAPS_AND_NAVIGATION,4.3,26014,7.7,1000000.0,Free,0.0,Everyone,Maps & Navigation,"November 6, 2017",2.4.1,4.0.3 and up
GPS Speedometer and Odometer,MAPS_AND_NAVIGATION,4.8,15865,3.3,1000000.0,Free,0.0,Everyone,Maps & Navigation,"August 3, 2018",10,4.1 and up
GPS Traffic Speedcam Route Planner by ViaMichelin,MAPS_AND_NAVIGATION,4.3,63920,29.0,5000000.0,Free,0.0,Everyone,Maps & Navigation,"July 28, 2018",7.16.8,4.0.3 and up
"GPS Speedometer, Distance Meter",MAPS_AND_NAVIGATION,4.6,16094,5.4,1000000.0,Free,0.0,Everyone,Maps & Navigation,"July 31, 2018",2.7.2,4.0 and up
FindShip,MAPS_AND_NAVIGATION,4.2,23279,8.5,1000000.0,Free,0.0,Everyone,Maps & Navigation,"April 26, 2018",5.2.10,4.1 and up
Flashlight,TOOLS,4.5,162335,4.9,10000000.0,Free,0.0,Everyone,Tools,"July 6, 2018",8.10.1,4.0 and up
A Call From Santa Claus!,FAMILY,3.9,3720,11.0,1000000.0,Free,0.0,Everyone,Entertainment,"December 4, 2016",4.2.3,4.0.3 and up
A Word A Day,FAMILY,3.7,2398,2.9,500000.0,Free,0.0,Everyone,Education,"January 5, 2017",5.8,4.0 and up
Akinator,FAMILY,4.3,1805398,55.0,50000000.0,Free,0.0,Teen,Entertainment,"June 11, 2018",6.5.2,4.4 and up
Dog Sim Online: Raise a Family,FAMILY,4.6,94989,74.0,5000000.0,Free,0.0,Teen,Simulation,"April 22, 2018",8.6,4.0 and up
Color by Number - Draw Sandbox Pixel Art,FAMILY,4.6,10247,15.0,1000000.0,Free,0.0,Everyone,Entertainment,"July 27, 2018",1.3.13,4.1 and up
A+ Mobile,FINANCE,3.9,730,6.3,10000.0,Free,0.0,Everyone,Finance,"June 26, 2018",5.4.4,4.4 and up
Build a Bridge!,FAMILY,4.6,263454,74.0,10000000.0,Free,0.0,Everyone,Puzzle,"August 2, 2018",2.1.1,4.1 and up
Find a Way: Addictive Puzzle,FAMILY,4.8,39480,14.0,500000.0,Free,0.0,Everyone,Puzzle,"June 16, 2017",4.1.1,4.1 and up
Comptia A+ 220-901 & 220-902,FAMILY,4.4,174,5.7,10000.0,Free,0.0,Everyone,Education,"April 19, 2018",2.0.7,4.1 and up
Azar,COMMUNICATION,4.2,1092337,,50000000.0,Free,0.0,Mature 17+,Communication,"July 24, 2018",Varies with device,Varies with device
4 in a Row,GAME,3.8,4257,,500000.0,Free,0.0,Everyone,Board,"May 13, 2018",Varies with device,Varies with device
Asphalt 8: Airborne,GAME,4.5,8389714,92.0,100000000.0,Free,0.0,Teen,Racing,"July 4, 2018",3.7.1a,4.0.3 and up
Basketball Stars,SPORTS,4.4,867920,45.0,10000000.0,Free,0.0,Everyone,Sports,"July 14, 2018",1.16.2,4.0.3 and up
Fake Call - Fake Caller ID,PRODUCTIVITY,4.3,154668,,10000000.0,Free,0.0,Everyone,Productivity,"August 2, 2018",Varies with device,Varies with device
Four In A Line Free,GAME,4.3,133195,11.0,5000000.0,Free,0.0,Everyone,Board,"June 11, 2018",1.58,4.1 and up
AutoCAD - DWG Viewer & Editor,PRODUCTIVITY,4.2,145088,24.0,10000000.0,Free,0.0,Everyone,Productivity,"July 23, 2018",4.5.19,4.4 and up
Fortune City - A Finance App,FINANCE,4.6,49275,91.0,500000.0,Free,0.0,Everyone,Finance,"July 17, 2018",2.0.3.1,4.4 and up
Draw A Stickman,GAME,3.4,29265,17.0,1000000.0,Free,0.0,Everyone,Adventure,"May 19, 2017",1.1.0,4.0.3 and up
Be A Legend: Soccer,SPORTS,3.8,85763,21.0,1000000.0,Free,0.0,Everyone,Sports,"August 24, 2015",2.8.0.17,3.0 and up
Bible,BOOKS_AND_REFERENCE,4.7,2440695,,100000000.0,Free,0.0,Teen,Books & Reference,"August 2, 2018",Varies with device,Varies with device
Cat Sim Online: Play with Cats,FAMILY,4.6,137198,81.0,5000000.0,Free,0.0,Everyone 10+,Simulation,"April 22, 2018",3.7,4.0 and up
Four In A Line,GAME,3.8,22191,3.0,1000000.0,Free,0.0,Everyone,Board,"May 4, 2015",1.1,2.3 and up
Hay Day,FAMILY,4.5,10053186,94.0,100000000.0,Free,0.0,Everyone,Casual,"June 28, 2018",1_39_93,4.0.3 and up
Fruit Ninja®,GAME,4.3,5091448,41.0,100000000.0,Free,0.0,Everyone,Arcade,"July 12, 2018",2.6.7.487220,4.1 and up
"DU Recorder – Screen Recorder, Video Editor, Live",VIDEO_PLAYERS,4.8,2588730,9.7,50000000.0,Free,0.0,Everyone,Video Players & Editors,"July 30, 2018",1.7.1.3,5.0 and up
Google Duo - High Quality Video Calls,COMMUNICATION,4.6,2083237,,500000000.0,Free,0.0,Everyone,Communication,"July 31, 2018",37.1.206017801.DR37_RC14,4.4 and up
Bad Piggies,FAMILY,4.3,1168959,66.0,50000000.0,Free,0.0,Everyone,Puzzle,"May 3, 2017",2.3.3,4.1 and up
Amazon Kindle,BOOKS_AND_REFERENCE,4.2,814151,,100000000.0,Free,0.0,Teen,Books & Reference,"July 27, 2018",Varies with device,Varies with device
Ebook Reader,BOOKS_AND_REFERENCE,4.1,85842,37.0,5000000.0,Free,0.0,Everyone,Books & Reference,"June 25, 2018",5.0.6,4.0 and up
Dumb Ways to Die 2: The Games,FAMILY,4.2,1671658,,50000000.0,Free,0.0,Teen,Casual,"July 12, 2018",Varies with device,Varies with device
"AD - Nieuws, Sport, Regio & Entertainment",NEWS_AND_MAGAZINES,3.7,10369,,1000000.0,Free,0.0,Everyone,News & Magazines,"July 28, 2018",Varies with device,Varies with device
"CM Browser - Ad Blocker , Fast Download , Privacy",COMMUNICATION,4.6,2265084,6.1,50000000.0,Free,0.0,Everyone,Communication,"July 31, 2018",5.22.18.0006,4.0 and up
Google Ads,BUSINESS,4.3,29331,20.0,5000000.0,Free,0.0,Everyone,Business,"July 30, 2018",1.12.0,4.0.3 and up
A&E - Watch Full Episodes of TV Shows,FAMILY,4.0,29708,19.0,1000000.0,Free,0.0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up
AppLock,TOOLS,4.4,4931562,,100000000.0,Free,0.0,Everyone,Tools,"June 11, 2018",Varies with device,Varies with device
Diary with lock password,LIFESTYLE,4.3,179139,9.7,5000000.0,Free,0.0,Everyone,Lifestyle,"November 1, 2017",3.5.3,4.0.3 and up
Google Voice,COMMUNICATION,4.2,171052,,10000000.0,Free,0.0,Everyone,Communication,"August 3, 2018",Varies with device,Varies with device
Google Pay,FINANCE,4.2,348132,,100000000.0,Free,0.0,Everyone,Finance,"July 26, 2018",2.70.206190089,Varies with device
Avakin Life - 3D virtual world,FAMILY,4.4,1275373,91.0,10000000.0,Free,0.0,Teen,Role Playing,"July 3, 2018",1.021.10,4.1 and up
Anthem BC Anywhere,MEDICAL,2.6,496,24.0,100000.0,Free,0.0,Everyone,Medical,"July 27, 2018",8.0.226,4.4 and up
BBM - Free Calls & Messages,COMMUNICATION,4.3,12843436,,100000000.0,Free,0.0,Everyone,Communication,"August 2, 2018",Varies with device,4.0.3 and up
BeyondMenu Food Delivery,FOOD_AND_DRINK,4.7,51543,,1000000.0,Free,0.0,Everyone,Food & Drink,"August 1, 2018",Varies with device,Varies with device
HBO GO: Stream with TV Package,FAMILY,3.8,87734,32.0,10000000.0,Free,0.0,Teen,Entertainment,"July 19, 2018",16.0.0.437,4.1 and up
Blood Pressure(BP) Diary,MEDICAL,3.7,3596,8.4,1000000.0,Free,0.0,Everyone,Medical,"July 18, 2018",4.0.9,4.0.3 and up
Beautiful Widgets Pro,PERSONALIZATION,4.2,97890,14.0,1000000.0,Paid,2.49,Everyone,Personalization,"August 24, 2016",5.7.8,2.3 and up
Color by Number – New Coloring Book,GAME,4.7,142308,24.0,5000000.0,Free,0.0,Everyone 10+,Board,"August 1, 2018",2.0.6,4.1 and up
BZWBK24 mobile,FINANCE,4.5,64983,39.0,1000000.0,Free,0.0,Everyone,Finance,"June 18, 2018",5.0.1,4.1 and up
Chrome Dev,COMMUNICATION,4.4,63576,,5000000.0,Free,0.0,Everyone,Communication,"August 2, 2018",69.0.3497.24,Varies with device
Credit Karma,FINANCE,4.7,706618,,10000000.0,Free,0.0,Everyone,Finance,"July 31, 2018",Varies with device,Varies with device
DisneyNOW – TV Shows & Games,FAMILY,4.3,82499,,5000000.0,Free,0.0,Everyone,Entertainment;Music & Video,"July 5, 2018",Varies with device,4.4 and up
Curriculum vitae App CV Builder Free Resume Maker,BUSINESS,4.5,4571,3.9,500000.0,Free,0.0,Everyone,Business,"July 8, 2018",3.3,4.1 and up
CW Seed,FAMILY,4.5,16391,13.0,500000.0,Free,0.0,Teen,Entertainment,"July 18, 2018",1.16,4.4 and up
"Cymera Camera- Photo Editor, Filter,Collage,Layout",PHOTOGRAPHY,4.4,2418165,,100000000.0,Free,0.0,Everyone,Photography,"July 12, 2018",Varies with device,Varies with device
"Face Filter, Selfie Editor - Sweet Camera",PHOTOGRAPHY,4.7,142758,22.0,10000000.0,Free,0.0,Everyone,Photography,"July 6, 2018",1.5.1,4.4 and up
COOKING MAMA Let's Cook!,FAMILY,4.3,528917,59.0,10000000.0,Free,0.0,Everyone,Educational;Pretend Play,"July 26, 2018",1.38.0,4.1 and up
DRAGON BALL LEGENDS,GAME,4.6,338742,48.0,5000000.0,Free,0.0,Teen,Action,"August 3, 2018",1.11.0,6.0 and up
DC Comics,COMICS,4.2,25673,,1000000.0,Free,0.0,Teen,Comics,"June 5, 2018",Varies with device,Varies with device
DC Super Hero Girls™,FAMILY,4.3,43090,95.0,5000000.0,Free,0.0,Everyone,Action;Action & Adventure,"June 29, 2018",2.8.0,4.0 and up
Babbel – Learn Languages,FAMILY,4.3,267787,21.0,10000000.0,Free,0.0,Everyone,Education,"July 30, 2018",20.7.2,4.4 and up
"CallApp: Caller ID, Blocker & Phone Call Recorder",COMMUNICATION,4.4,483782,20.0,10000000.0,Free,0.0,Everyone,Communication,"July 29, 2018",1.286,4.1 and up
Dungeon Hunter Champions: Epic Online Action RPG,FAMILY,4.2,26307,,1000000.0,Free,0.0,Teen,Role Playing,"July 26, 2018",1.1.40,4.0.3 and up
Duolingo: Learn Languages Free,FAMILY,4.7,6297590,,100000000.0,Free,0.0,Everyone,Education;Education,"August 6, 2018",Varies with device,Varies with device
"Free phone calls, free texting SMS on free number",SOCIAL,4.5,412888,35.0,10000000.0,Free,0.0,Everyone,Social,"July 31, 2018",3.8.1,4.1 and up
ColorNote Notepad Notes,PRODUCTIVITY,4.6,2401017,,100000000.0,Free,0.0,Everyone,Productivity,"June 27, 2018",Varies with device,Varies with device
Apex Launcher,PERSONALIZATION,4.3,266434,,10000000.0,Free,0.0,Everyone,Personalization,"August 4, 2018",Varies with device,Varies with device
Dude Perfect 2,GAME,4.5,401648,70.0,10000000.0,Free,0.0,Everyone,Action,"April 12, 2017",1.6.1,4.0.3 and up
Dairy Queen,FOOD_AND_DRINK,3.6,742,43.0,100000.0,Free,0.0,Everyone,Food & Drink,"July 25, 2018",2.1.0,4.1 and up
Dunkin' Donuts,FOOD_AND_DRINK,4.2,68270,66.0,1000000.0,Free,0.0,Everyone,Food & Drink,"June 20, 2018",5.0.0,4.4 and up
Dr. Panda & Toto's Treehouse,FAMILY,4.4,3397,9.5,50000.0,Paid,3.99,Everyone,Casual;Pretend Play,"December 9, 2014",1.8,4.0 and up
Cache Cleaner-DU Speed Booster (booster & cleaner),TOOLS,4.5,12759815,15.0,100000000.0,Free,0.0,Everyone,Tools,"July 25, 2018",3.1.2,4.0 and up
DU Browser—Browse fast & fun,COMMUNICATION,4.3,1133539,4.7,10000000.0,Free,0.0,Everyone,Communication,"April 1, 2016",6.4.0.4,4.0 and up
Equestria Girls,FAMILY,4.3,392819,53.0,10000000.0,Free,0.0,Everyone,Role Playing;Action & Adventure,"July 22, 2016",37893,4.0 and up
"CBS Sports App - Scores, News, Stats & Watch Live",SPORTS,4.3,91035,,5000000.0,Free,0.0,Everyone,Sports,"August 4, 2018",Varies with device,5.0 and up
Dictionary - Merriam-Webster,BOOKS_AND_REFERENCE,4.5,454412,,10000000.0,Free,0.0,Everyone,Books & Reference,"May 18, 2018",Varies with device,Varies with device
Edmodo,FAMILY,4.1,200214,18.0,10000000.0,Free,0.0,Everyone,Education,"August 6, 2018",9.12.6,4.0.3 and up
Frozen Free Fall,FAMILY,4.3,1574546,37.0,50000000.0,Free,0.0,Everyone,Puzzle;Action & Adventure,"July 27, 2018",6.7.0,4.2 and up
Episode - Choose Your Story,FAMILY,4.3,1842381,,50000000.0,Free,0.0,Teen,Simulation,"July 31, 2018",Varies with device,Varies with device
CNBC: Breaking Business News & Live Market Data,FINANCE,4.2,24666,,1000000.0,Free,0.0,Everyone,Finance,"July 13, 2018",Varies with device,Varies with device
Google Earth,TRAVEL_AND_LOCAL,4.3,2339098,,100000000.0,Free,0.0,Everyone,Travel & Local,"June 18, 2018",9.2.17.13,4.1 and up
"Groupon - Shop Deals, Discounts & Coupons",SHOPPING,4.6,1371082,,50000000.0,Free,0.0,Teen,Shopping,"August 3, 2018",Varies with device,Varies with device
Google News,NEWS_AND_MAGAZINES,3.9,878065,13.0,1000000000.0,Free,0.0,Teen,News & Magazines,"August 1, 2018",5.2.0,4.4 and up
Amino: Communities and Chats,SOCIAL,4.8,1264084,62.0,10000000.0,Free,0.0,Teen,Social,"August 7, 2018",1.8.19179,4.0.3 and up
A+ Gallery - Photos & Videos,PHOTOGRAPHY,4.5,223941,,10000000.0,Free,0.0,Everyone,Photography,"August 6, 2018",Varies with device,Varies with device
Home Workout - No Equipment,HEALTH_AND_FITNESS,4.8,432160,15.0,10000000.0,Free,0.0,Everyone,Health & Fitness,"June 28, 2018",Varies with device,Varies with device
Home Security Camera WardenCam - reuse old phones,HOUSE_AND_HOME,4.3,43847,,1000000.0,Free,0.0,Everyone,House & Home,"July 6, 2018",Varies with device,Varies with device
Food Network,FAMILY,4.1,7823,,500000.0,Free,0.0,Teen,Entertainment,"July 27, 2018",Varies with device,Varies with device
FilterGrid - Cam&Photo Editor,PHOTOGRAPHY,4.6,126338,9.6,1000000.0,Free,0.0,Everyone,Photography,"March 15, 2017",2.0.5,4.0 and up
All Social Networks,SOCIAL,4.2,22650,1.5,1000000.0,Free,0.0,Everyone,Social,"May 21, 2018",2.4.12,4.0 and up
Farm Heroes Saga,FAMILY,4.4,7615646,71.0,100000000.0,Free,0.0,Everyone,Casual,"August 7, 2018",5.2.6,2.3 and up
Fallout Shelter,FAMILY,4.6,2721923,25.0,10000000.0,Free,0.0,Teen,Simulation,"June 11, 2018",1.13.12,4.1 and up
Facebook Pages Manager,BUSINESS,4.0,1279800,,50000000.0,Free,0.0,Everyone,Business,"August 6, 2018",Varies with device,Varies with device
Facebook Ads Manager,BUSINESS,4.1,19051,,1000000.0,Free,0.0,Everyone,Business,"August 1, 2018",99.0.0.35.75,4.1 and up
Garena Free Fire,GAME,4.5,5534114,53.0,100000000.0,Free,0.0,Teen,Action,"August 3, 2018",1.21.0,4.0.3 and up
Fun Kid Racing - Motocross,FAMILY,4.1,59768,,10000000.0,Free,0.0,Everyone,Racing;Action & Adventure,"August 7, 2018",3.53,4.2 and up
Firefox Focus: The privacy browser,COMMUNICATION,4.4,36981,4.0,1000000.0,Free,0.0,Everyone,Communication,"July 6, 2018",5.2,5.0 and up
